uid,iid,val,tag
3,26,4,978293964
3,43,5,978294230
3,44,5,978294199
3,48,5,978294230
3,63,5,978294008
3,64,3,978293924
3,113,4,978294008
3,124,2,978294199
3,127,5,978294199
3,139,5,978294282
3,156,4,978294260
3,208,4,978294282
3,209,4,978294260
3,210,4,978294282
3,211,4,978294260
3,212,4,978294230
3,213,5,978294199
3,214,1,978294008
3,215,5,978294230
3,216,5,978294230
3,217,5,978294260
11,0,4,978220179
11,7,5,978220237
11,9,5,978220120
11,127,5,978218949
11,128,5,978220193
11,174,3,978220216
11,176,3,978218568
11,434,5,978218949
11,486,5,978220179
11,497,4,978218916
11,546,3,978220120
11,559,3,978220237
11,661,5,978220237
11,669,5,978218949
11,829,3,978220273
11,830,3,978218949
11,831,4,978218949
11,832,2,978218568
11,833,4,978220216
11,834,4,978218916
11,835,4,978218568
11,836,1,978218568
11,837,3,978218568
20,4,3,978139398
20,17,1,978139347
20,30,3,978139446
20,33,3,978139423
20,40,3,978139347
20,64,5,978138977
20,218,3,978139382
20,243,5,978139382
20,467,3,978139347
20,588,1,978139446
20,666,4,978138977
20,853,5,978139423
20,911,1,978138977
20,923,1,978139446
20,929,3,978138933
20,939,3,978139382
20,1165,3,978138933
20,1166,5,978139382
20,1167,4,978139540
20,1168,1,978138933
20,1169,3,978138977
20,1170,1,978138977
46,0,4,977978345
46,7,4,977978604
46,23,5,977978521
46,51,3,977978658
46,67,4,977978708
46,82,4,977978369
46,128,2,977978548
46,167,4,977978548
46,174,4,977978641
46,336,3,977978369
46,381,4,977978774
46,383,5,977978570
46,385,3,977978345
46,417,5,977978774
46,434,4,977978570
46,453,3,977978345
46,669,4,977978570
46,796,4,977978739
46,1064,4,977978641
46,1466,4,977978590
46,1488,5,977978682
46,1624,4,977978774
88,0,5,977683596
88,3,4,993955764
88,15,1,993955973
88,23,5,993955959
88,41,4,977683623
88,48,4,977683540
88,153,5,977683596
88,182,1,993956351
88,195,5,977683838
88,206,1,977683744
88,216,5,977683792
88,280,4,993955777
88,480,4,977683505
88,497,4,993956322
88,561,1,993956351
88,687,1,993956351
88,703,5,977683675
88,756,1,977683744
88,1216,1,993955973
88,1280,3,993963368
88,1284,4,993956335
93,41,4,977628482
93,192,4,977628700
93,273,4,977628669
93,321,4,977628455
93,331,5,977628502
93,715,5,977628700
93,980,4,977628669
93,990,5,977628669
93,997,5,977628669
93,1005,4,977628669
93,1046,3,977628455
93,1111,3,977628700
93,1115,3,977628669
93,1149,2,977628669
93,1229,4,977628669
93,1295,4,977628669
93,1536,5,977628700
93,1576,4,977628669
93,2290,3,977628482
93,2291,3,977628700
93,2292,3,977628700
97,15,5,977619432
97,23,5,977619797
97,48,5,977618907
97,58,4,977619500
97,64,3,977618854
97,68,5,977619376
97,128,3,977619797
97,153,5,977619248
97,167,5,977619823
97,236,5,977619349
97,244,4,977619823
97,431,2,977619349
97,534,3,977618950
97,603,1,977619456
97,702,4,977619477
97,1084,3,977619248
97,1236,4,977619376
97,1257,3,977619554
97,1516,3,977618854
97,1524,4,977619640
123,23,4,977446128
123,49,4,983726954
123,67,4,983727032
123,74,4,977445976
123,82,4,977445816
123,86,3,977445869
123,104,3,977446190
123,151,3,977446323
123,156,5,977446323
123,320,5,977446128
123,381,5,983727088
123,447,4,983726903
123,516,4,983727215
123,523,4,977445869
123,529,5,977446323
123,534,4,977445976
123,799,4,977445869
123,945,5,983727088
123,979,4,983726975
123,1106,4,983727053
123,1182,5,983726928
123,1914,5,983726873
123,2430,4,983727107
127,15,5,977434389
127,64,4,977434232
127,104,5,977434389
127,113,5,977434472
127,168,3,977434184
127,236,5,977434342
127,531,5,977434417
127,578,4,977434472
127,603,5,977434498
127,609,5,977434389
127,728,5,977434342
127,1007,5,977434232
127,1066,4,977434184
127,1131,5,977434389
127,1216,2,977434342
127,1232,5,977434389
127,1365,4,977434232
127,1523,5,977434472
127,2447,4,977434232
127,2448,5,977434184
127,2449,3,977434232
127,2450,3,977434232
157,131,2,977242756
157,420,4,977242756
157,478,4,977243197
157,486,5,977243417
157,559,5,977243417
157,661,3,977243197
157,665,3,977243417
157,669,5,977243417
157,684,4,977242756
157,718,4,977243417
157,839,5,977243282
157,960,4,977243197
157,978,5,977242930
157,1092,4,977243197
157,1237,4,977243104
157,1240,4,977243417
157,1292,4,977243197
157,1449,3,977243197
157,1840,4,977243104
157,1866,5,977242756
157,2613,5,977243417
157,2614,2,977242756
159,3,4,1016380849
159,15,3,977219844
159,26,3,977219644
159,44,4,977219710
159,58,2,977219958
159,64,3,977219674
159,86,3,977220010
159,104,4,977219812
159,113,4,977219922
159,213,3,977219711
159,237,3,977219844
159,519,3,1016380849
159,545,5,1016380849
159,609,4,977219812
159,613,5,977219988
159,872,3,1016381272
159,896,4,977219711
159,1131,3,977219844
159,2033,3,1016380953
159,2590,4,1016380918
196,5,5,977003742
196,22,2,977003715
196,52,5,977004310
196,84,5,977004238
196,85,4,977004284
196,104,5,977029046
196,109,5,977004334
196,113,3,977003680
196,117,2,977003650
196,128,4,977004030
196,147,3,977004414
196,167,5,977003951
196,353,2,977004480
196,437,3,977004480
196,499,4,977004785
196,505,5,977004098
196,524,4,977004257
196,527,4,977004178
196,831,3,977004002
196,902,4,977003680
196,1228,4,977004146
196,2394,5,977028998
212,4,5,976900209
212,20,4,976900356
212,33,5,976900243
212,40,5,976900243
212,44,4,976900058
212,50,5,976900243
212,64,4,976900034
212,92,5,976900045
212,116,3,976900243
212,153,4,976900016
212,189,4,976900398
212,252,5,976900356
212,381,3,976900264
212,537,3,976900356
212,551,4,976900379
212,686,4,976900283
212,703,5,976900426
212,814,4,976900426
212,895,5,976900016
212,1256,4,976900320
212,1365,4,976900356
212,1526,4,976900497
216,5,5,976856308
216,13,5,976856407
216,26,3,976856267
216,58,3,976856598
216,64,3,976856287
216,68,4,976856586
216,104,4,976856488
216,113,3,976856503
216,171,4,976856328
216,236,3,976856488
216,246,3,976856297
216,259,5,976856431
216,386,5,976856419
216,534,4,976856730
216,544,1,976856619
216,853,5,976856619
216,860,2,976856619
216,891,5,976856632
216,1011,5,976856442
216,1176,2,976856386
225,15,5,976830774
225,52,5,976830818
225,105,5,976830752
225,124,3,976830668
225,136,2,976830393
225,153,3,976830460
225,168,4,976830685
225,183,4,976830717
225,210,4,976830752
225,273,4,976830792
225,392,4,976830393
225,547,5,976830792
225,568,2,976830393
225,755,3,976830717
225,1003,3,976830460
225,1023,3,976830774
225,1049,4,976830818
225,1070,2,976830668
225,1104,2,976830393
225,1298,5,976830668
225,2538,3,976830460
249,15,5,976724358
249,26,3,976724253
249,58,4,976724438
249,86,4,976724500
249,104,3,976724332
249,113,4,976724382
249,171,4,976724273
249,209,4,976724227
249,226,4,976724418
249,519,5,976724382
249,526,4,976724609
249,702,5,976724418
249,728,5,976724332
249,888,3,976724227
249,1216,3,976724477
249,1232,4,976724358
249,1505,3,976724516
249,1521,2,976724460
249,1914,3,976724253
249,2172,3,976724273
253,22,4,976682074
253,209,4,976682196
253,212,4,976682196
253,213,4,976682172
253,273,4,976682196
253,374,2,976682196
253,431,4,976682172
253,434,4,976682101
253,545,5,976682263
253,594,3,976682218
253,600,3,976682218
253,678,3,976682101
253,764,4,976682101
253,948,4,976682236
253,990,4,976682172
253,1008,3,976682074
253,1072,4,976682074
253,1111,4,976682236
253,1158,4,976682172
253,1535,5,976682218
253,1854,3,976682101
253,2351,3,976682218
253,2459,5,976682218
275,15,4,976589092
275,27,2,976588922
275,58,2,976589260
275,104,5,976589092
275,113,4,976589199
275,147,4,976588956
275,226,3,976589199
275,379,4,976589199
275,416,4,976589306
275,434,4,976588956
275,463,4,976589260
275,603,3,976589199
275,609,3,976589092
275,728,4,976589092
275,764,2,976589374
275,770,4,976588922
275,1130,4,976588956
275,1131,2,976589155
275,1144,2,976588922
275,1231,5,976589125
275,1232,4,976589092
275,1278,5,976589092
275,1532,3,976588922
276,5,4,976586820
276,38,5,976586831
276,41,4,976586866
276,60,4,976587285
276,62,3,976587285
276,64,4,976586950
276,97,4,976587285
276,113,4,976587310
276,116,4,976587150
276,128,4,976586986
276,132,5,976587285
276,134,4,976587166
276,148,3,976587244
276,171,4,976587150
276,189,4,976587310
276,280,4,976586950
276,283,3,976587244
276,417,4,976587244
276,504,2,976587244
276,733,3,976587310
276,982,4,976587150
276,1415,2,976586986
310,23,4,976476752
310,27,4,976476710
310,38,4,976476733
310,44,5,1008979300
310,52,5,976476909
310,58,5,976477126
310,64,5,976476710
310,86,2,976477104
310,113,5,976477104
310,124,4,1008979300
310,127,5,1008979300
310,151,3,1008979320
310,168,5,976476733
310,186,4,976477011
310,205,5,976477011
310,244,4,976477163
310,280,5,976476940
310,541,4,976477126
310,988,4,976476973
310,1871,1,976477071
314,0,5,976465623
314,86,2,976465958
314,113,4,976465541
314,124,4,976465584
314,153,3,976465561
314,406,4,976465693
314,443,1,976465604
314,531,3,976466008
314,585,5,976465823
314,629,5,976465795
314,660,5,976466110
314,662,4,976465795
314,728,5,976465945
314,848,5,976465873
314,1253,5,976465823
314,1278,4,976466008
314,1283,3,976465823
314,1582,4,976465854
314,1583,5,976465854
314,1628,2,976465854
314,1712,3,976465945
314,1919,4,976465854
316,0,4,976460903
316,7,3,976461304
316,10,3,976460903
316,26,4,976461276
316,41,4,976461341
316,42,4,976461304
316,44,4,976461395
316,96,5,976461571
316,105,4,976461250
316,124,4,976461250
